STAFF_REGION,RN_REGION,LEAD_INVESTIGATOR,RN,INVEST_NUM,STATUS_DT,START_DT,END_DT,EQUIP_CATGRY,EQUIP_CAT_DESC,CHECKLIST_NAME,CL_CHK_ITM_COMMENT
REGION 16,R16LARE,PALFORD,RN106283237,1134370, 12/20/2013, 11/13/2013, 11/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106283294,1134425, 12/20/2013, 11/13/2013, 11/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106844608,1138949, 12/20/2013, 11/13/2013, 11/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN107028243,1138298, 12/20/2013, 11/13/2013, 11/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106934615,1134156, 12/18/2013, 10/16/2013, 10/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN105902522,1139279, 12/18/2013, 11/06/2013, 11/06/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106275415,1139100, 12/18/2013, 11/06/2013, 11/06/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106679483,1139323, 12/18/2013, 11/06/2013, 11/06/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN107048167,1139306, 12/18/2013, 11/06/2013, 11/06/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,JMALIK,RN106191745,1132880, 12/17/2013, 10/09/2013, 10/18/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN100210319,1134872, 12/17/2013, 12/03/2013, 12/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN100211879,1134878, 12/17/2013, 12/03/2013, 12/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN100217207,1134873, 12/17/2013, 12/03/2013, 12/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN100217363,1134875, 12/17/2013, 12/03/2013, 12/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN100223205,1134877, 12/17/2013, 12/03/2013, 12/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN100225085,1134870, 12/17/2013, 12/03/2013, 12/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN100225093,1134876, 12/17/2013, 12/03/2013, 12/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN102041282,1134874, 12/17/2013, 12/03/2013, 12/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN104042726,1128661, 12/17/2013, 11/01/2013, 11/01/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106560105,1139024, 12/16/2013, 11/06/2013, 11/06/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106045305,1129285, 12/13/2013, 10/16/2013, 10/17/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106934615,1123979, 12/12/2013, 10/04/2013, 10/04/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,EDESILVA,RN100216761,1116476, 12/09/2013, 10/01/2013, 11/18/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN104925052,1135045, 12/09/2013, 12/04/2013, 12/04/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN107018020,1134619, 12/09/2013, 11/13/2013, 11/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN107018228,1134527, 12/09/2013, 11/13/2013, 11/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN107018350,1134604, 12/09/2013, 11/13/2013, 11/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,CACHONYE,RN106097033,1133728, 12/06/2013, 11/18/2013, 11/18/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN107001844,1134208, 12/06/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106008253,1134365, 12/06/2013, 11/13/2013, 11/13/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN106952245,1122733, 12/05/2013, 09/27/2013, 09/27/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106896186,1134213, 12/04/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106945975,1134214, 12/04/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106990765,1134215, 12/04/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106045305,1124737, 12/03/2013, 10/04/2013, 10/04/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106904410,1134210, 12/03/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106905367,1134211, 12/03/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBAUTIST,RN104045737,1123678, 12/02/2013, 10/11/2013, 10/11/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN106921877,1121385, 12/02/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN106985724,1121383, 12/02/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN106991581,1121380, 12/02/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106905318,1134209, 12/02/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106990674,1134199, 12/02/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106990716,1134206, 12/02/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN106990781,1134202, 12/02/2013, 10/29/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN105721104,1132675, 11/27/2013, 09/30/2013, 09/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN106022247,1132728, 11/27/2013, 09/30/2013, 09/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,AMESSICK,RN100224740,1116373, 11/27/2013, 10/08/2013, 10/24/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,CACHONYE,RN106100415,1133250, 11/27/2013, 11/18/2013, 11/18/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN106934607,1122730, 11/26/2013, 09/27/2013, 09/27/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,DVILLARR,RN100223205,1116375, 11/26/2013, 10/30/2013, 11/04/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,STEROBER,RN100225986,1116376, 11/26/2013, 10/08/2013, 10/08/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN104046594,1133421, 11/25/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,HALAMEEN,RN100222777,1116437, 11/25/2013, 10/10/2013, 10/10/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,ROAGUILA,RN102518065,1116448, 11/25/2013, 10/08/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBRINLY,RN102326972,1116434, 11/23/2013, 10/08/2013, 10/08/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106952237,1129047, 11/22/2013, 10/01/2013, 10/02/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN104311741,1133037, 11/22/2013, 10/01/2013, 10/01/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN105004535,1132955, 11/22/2013, 10/01/2013, 10/01/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN105859599,1133076, 11/22/2013, 10/03/2013, 10/03/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106953425,1128340, 11/22/2013, 09/30/2013, 09/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106953441,1128339, 11/22/2013, 09/30/2013, 09/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106953458,1128335, 11/22/2013, 09/30/2013, 09/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN104378740,1121932, 11/22/2013, 09/24/2013, 09/24/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106101900,1121933, 11/22/2013, 09/24/2013, 09/24/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,SASLACK,RN106952237,1133810, 11/22/2013, 09/23/2013, 09/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN100214683,1124257, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN100216373,1124260, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN100218932,1124264, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN100542844,1124259, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN100825413,1124261, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN101609436,1124263, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN102163128,1124256, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN102331238,1124265, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN102450756,1124258, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN102604006,1124262, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN102757440,1124255, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KBAIZE,RN102765179,1124266, 11/22/2013, 10/14/2013, 10/14/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,CBAUTIST,RN100237668,1116354, 11/22/2013, 09/27/2013, 10/02/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,MDEDEKE,RN100218049,1116248, 11/22/2013, 10/08/2013, 10/11/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,PBRANDES,RN104046032,1133324, 11/22/2013, 11/19/2013, 11/19/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,RPRICE,RN104244942,1116479, 11/22/2013, 10/08/2013, 11/20/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,CACHONYE,RN106097033,1128170, 11/22/2013, 10/30/2013, 10/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,CACHONYE,RN106097033,1133210, 11/22/2013, 11/12/2013, 11/12/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106952245,1129147, 11/21/2013, 10/01/2013, 10/02/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106952229,1128334, 11/21/2013, 09/30/2013, 09/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106953433,1128337, 11/21/2013, 09/30/2013, 09/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106379894,1124728, 11/21/2013, 09/27/2013, 09/27/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106904766,1121937, 11/21/2013, 09/24/2013, 09/24/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106904774,1121934, 11/21/2013, 09/24/2013, 09/24/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106904782,1121936, 11/21/2013, 09/24/2013, 09/24/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106904790,1121935, 11/21/2013, 09/24/2013, 09/24/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,GBLANK,RN103765970,1116453, 11/21/2013, 10/01/2013, 10/02/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106201262,1132375, 11/20/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106223779,1132376, 11/20/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106614944,1132374, 11/20/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106966948,1132370, 11/20/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106966971,1132371, 11/20/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106967003,1132373, 11/20/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,PALFORD,RN106967011,1129443, 11/20/2013, 10/23/2013, 10/23/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106934623,1124592, 11/19/2013, 09/25/2013, 09/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106934649,1124358, 11/19/2013, 09/25/2013, 09/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN106934821,1124719, 11/19/2013, 09/25/2013, 09/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R12HOUS,CGANDEE,RN100225945,1116243, 11/19/2013, 10/15/2013, 10/15/2013,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,DATAMBO,RN106923295,1122816, 11/19/2013, 09/30/2013, 09/30/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN104349071,1094242, 11/19/2013, 05/08/2013, 05/08/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN104645296,1132716, 11/19/2013, 09/20/2013, 09/20/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN105805675,1094391, 11/19/2013, 05/08/2013, 05/08/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING,
REGION 04,R04DFW,SASLACK,RN106045305,1122591, 11/19/2013, 09/17/2013, 09/17/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100209287,1123746, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100209451,1123718, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100209857,1123417, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100216977,1123408, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100217389,1123698, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100219252,1123950, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100224799,1123953, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100594530,1123954, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN100640283,1123440, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN101645018,1123948, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN102457520,1123853, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN102584026,1123723, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 10,R10BEAU,KLANGERL,RN104964267,1123951, 11/19/2013, 10/09/2013, 10/09/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
